"Gross domestic product (GDP) at basic prices, by industry, provinces and territories (x 1,000,000)" c 1 2 3 4 5 6 7
"Annual"
"Table: 36-10-0402-01 (formerly CANSIM 379-0030)"
"Geography: Province or territory"

"Geography","North American Industry Classification System (NAICS) 7 8","Reference period","Chained (2012) dollars 9"
,,"2019","35,264.2"
,"Professional, scientific and technical services  [54]","1999","9,327.7"
,,"2000","9,921.0"
,,"2001","10,900.3"
,,"2002","11,440.2"
,,"2003","11,978.8"
,,"2004","12,639.3"
,,"2005","13,418.4"
,,"2006","14,507.8"
,,"2007","15,200.7"
,,"2008","16,024.1"
,,"2009","15,630.7"
,,"2010","15,571.6"
,,"2011","16,831.0"
,,"2012","17,641.7"
,,"2013","18,523.5"
,,"2014","20,044.8"
,,"2015","18,241.0"
,,"2016","16,459.1"
,,"2017","16,754.8"
,,"2018","16,109.0"
,,"2019","16,174.7"
,"Management of companies and enterprises  [55]","1999","1,174.5"
,,"2000","1,210.6"
,,"2001","1,481.8"
,,"2002","1,655.8"
,,"2003","1,526.0"
,,"2004","1,574.7"
,,"2005","1,657.9"
,,"2006","1,810.0"
,,"2007","1,896.1"
,,"2008","2,066.7"
,,"2009","1,929.7"
,,"2010","2,022.2"
,,"2011","1,895.3"
,,"2012","1,890.7"
,,"2013","2,037.6"
,,"2014","1,927.1"
,,"2015","1,962.6"
,,"2016","1,638.9"
,,"2017","1,233.1"
,,"2018","1,128.4"
,,"2019","1,088.9"
,"Administrative and support, waste management and remediation services  [56]","1999","3,966.0"
,,"2000","4,161.0"
,,"2001","4,348.1"
,,"2002","4,555.0"
,,"2003","5,128.9"
,,"2004","5,353.0"
,,"2005","5,684.9"
,,"2006","5,972.5"
,,"2007","6,408.9"
,,"2008","6,566.2"
,,"2009","6,310.9"
,,"2010","6,114.9"
,,"2011","6,707.9"
,,"2012","7,432.0"
,,"2013","7,642.9"
,,"2014","8,107.2"
,,"2015","8,409.1"
,,"2016","8,196.1"
,,"2017","7,858.8"
,,"2018","7,979.6"
,,"2019","8,141.4"
,"Educational services  [61]","1999","7,558.0"
,,"2000","7,875.3"
,,"2001","7,824.3"
,,"2002","8,469.7"
,,"2003","8,819.6"
,,"2004","9,109.5"
,,"2005","9,196.0"
,,"2006","9,333.7"
,,"2007","9,688.3"
,,"2008","10,088.9"
,,"2009","10,248.1"
,,"2010","10,395.9"
,,"2011","10,622.3"
,,"2012","10,980.5"
,,"2013","11,207.6"
,,"2014","11,458.3"
,,"2015","11,703.1"
,,"2016","11,687.4"
,,"2017","11,845.1"
,,"2018","12,195.8"
,,"2019","12,547.2"
,"Health care and social assistance  [62]","1999","9,286.2"
,,"2000","9,979.6"
,,"2001","10,310.1"
,,"2002","11,095.4"
,,"2003","11,568.4"
,,"2004","12,027.3"
,,"2005","12,301.1"
,,"2006","12,668.7"
,,"2007","13,324.6"
,,"2008","13,973.3"
,,"2009","14,391.5"
,,"2010","14,620.1"
,,"2011","15,066.2"
,,"2012","15,798.2"
,,"2013","16,131.4"
,,"2014","16,674.4"
,,"2015","17,132.1"
,,"2016","17,680.7"
,,"2017","17,929.1"
,,"2018","18,486.5"
,,"2019","19,168.2"
,"Arts, entertainment and recreation  [71]","1999","1,287.3"
,,"2000","1,316.5"
,,"2001","1,273.4"
,,"2002","1,437.8"
,,"2003","1,412.0"
,,"2004","1,472.4"
,,"2005","1,389.2"
,,"2006","1,433.6"
,,"2007","1,458.2"
,,"2008","1,528.5"
,,"2009","1,453.6"
,,"2010","1,358.5"
,,"2011","1,378.1"
,,"2012","1,414.2"
,,"2013","1,436.9"
,,"2014","1,587.0"
,,"2015","1,704.8"
,,"2016","1,730.5"
,,"2017","1,928.8"
,,"2018","1,966.3"
,,"2019","1,980.8"
,"Accommodation and food services  [72]","1999","4,524.6"
,,"2000","4,776.3"
,,"2001","4,752.9"
,,"2002","4,855.4"
,,"2003","4,833.7"
,,"2004","4,949.4"
,,"2005","5,139.4"
,,"2006","5,321.4"
,,"2007","5,524.1"
,,"2008","5,579.3"
,,"2009","5,633.0"
,,"2010","5,492.1"
,,"2011","5,732.6"
,,"2012","6,108.9"
,,"2013","6,554.0"
,,"2014","6,984.5"
,,"2015","6,773.0"
,,"2016","6,756.5"
,,"2017","6,788.1"
,,"2018","6,810.1"
,,"2019","6,927.1"
,"Other services (except public administration)  [81]","1999","3,408.3"
,,"2000","3,614.3"
,,"2001","3,991.6"
,,"2002","4,118.1"
,,"2003","4,278.9"
,,"2004","4,458.3"
,,"2005","4,781.7"
,,"2006","5,148.8"
,,"2007","5,157.8"
,,"2008","5,330.9"
,,"2009","5,230.5"
,,"2010","5,318.5"
,,"2011","5,719.6"
,,"2012","5,964.8"
,,"2013","6,457.1"
,,"2014","6,644.8"
,,"2015","6,579.2"
,,"2016","6,209.5"
,,"2017","6,581.9"
,,"2018","6,769.6"
,,"2019","6,807.2"
,"Public administration  [91]","1999","8,811.6"
,,"2000","9,159.4"
,,"2001","8,990.1"
,,"2002","9,749.3"
,,"2003","9,934.9"
,,"2004","10,182.7"
,,"2005","10,353.7"
,,"2006","10,814.4"
,,"2007","11,242.3"
,,"2008","11,844.4"
,,"2009","12,726.6"
,,"2010","12,909.8"
,,"2011","13,201.3"
,,"2012","13,558.7"
,,"2013","13,972.7"
,,"2014","14,260.1"
,,"2015","14,367.5"
,,"2016","14,882.5"
,,"2017","15,096.1"
,,"2018","15,324.0"
,,"2019","15,495.1"
"British Columbia","Goods-producing industries  [T002] 10","1999","37,567.8"
,,"2000","41,181.4"
,,"2001","39,752.1"
,,"2002","40,381.2"
,,"2003","41,273.9"
,,"2004","44,483.1"
,,"2005","47,611.1"
,,"2006","49,081.1"
,,"2007","48,892.4"
,,"2008","48,298.5"
,,"2009","43,914.2"
,,"2010","46,411.3"
,,"2011","48,460.2"
,,"2012","50,362.6"
,,"2013","50,641.5"
,,"2014","53,525.9"
,,"2015","54,178.2"
,,"2016","55,281.0"
,,"2017","57,083.0"
,,"2018","58,892.6"
,,"2019","60,198.7"
,"Service-producing industries  [T003] 11","1999","110,118.3"
,,"2000","113,384.1"
,,"2001","115,758.2"
,,"2002","121,046.8"
,,"2003","124,179.1"
,,"2004","127,710.9"
,,"2005","132,776.4"
,,"2006","139,675.2"
,,"2007","145,476.0"
,,"2008","147,265.7"
,,"2009","146,819.6"
,,"2010","149,434.5"
,,"2011","152,960.5"
,,"2012","156,228.5"
,,"2013","160,907.3"
,,"2014","165,547.7"
,,"2015","169,960.3"
,,"2016","175,426.1"
,,"2017","182,054.6"
,,"2018","187,056.9"
,,"2019","191,793.5"
,"Industrial production  [T010] 12","1999","23,532.4"
,,"2000","27,300.3"
,,"2001","25,663.5"
,,"2002","25,836.3"
,,"2003","25,915.5"
,,"2004","27,534.9"
,,"2005","29,670.6"
,,"2006","30,120.7"
,,"2007","29,202.3"
,,"2008","28,343.0"
,,"2009","25,304.8"
,,"2010","27,081.4"
,,"2011","28,638.5"
,,"2012","28,829.5"
,,"2013","28,882.6"
,,"2014","30,302.9"
,,"2015","30,781.5"
,,"2016","32,006.7"
,,"2017","32,392.5"
,,"2018","33,276.9"
,,"2019","33,213.4"
,"Non-durable manufacturing industries  [T011] 13","1999","5,441.0"
,,"2000","6,028.5"
,,"2001","6,121.3"
,,"2002","5,997.0"
,,"2003","6,107.3"
,,"2004","6,208.0"
,,"2005","6,248.1"
,,"2006","6,490.2"
,,"2007","6,466.9"
,,"2008","6,320.8"
,,"2009","5,777.7"
,,"2010","6,001.1"
,,"2011","5,968.2"
,,"2012","5,932.9"
,,"2013","5,706.3"
,,"2014","6,230.6"
,,"2015","6,406.1"
,,"2016","6,719.6"
,,"2017","6,712.9"
,,"2018","6,666.0"
,,"2019","6,679.5"
,"Durable manufacturing industries  [T012] 14","1999","7,261.5"
,,"2000","8,798.5"
,,"2001","7,717.8"
,,"2002","7,845.1"
,,"2003","7,929.9"
,,"2004","8,862.2"
,,"2005","9,439.8"
,,"2006","10,064.0"
,,"2007","9,928.0"
,,"2008","8,789.4"
,,"2009","7,239.1"
,,"2010","7,788.5"
,,"2011","8,299.9"
,,"2012","8,760.5"
,,"2013","8,920.2"
,,"2014","9,194.2"
,,"2015","9,437.1"
,,"2016","9,796.3"
,,"2017","10,050.8"
,,"2018","10,241.6"
,,"2019","10,084.5"
,"Information and communication technology sector  [T013] 15","1999","4,733.4"
,,"2000","5,662.0"
,,"2001","5,546.2"
,,"2002","6,043.5"
,,"2003","6,794.8"
,,"2004","7,156.2"
,,"2005","7,619.2"
,,"2006","8,025.3"
,,"2007","8,381.0"
,,"2008","8,397.4"
,,"2009","7,986.3"
,,"2010","8,321.8"
,,"2011","8,478.8"
,,"2012","8,710.1"
,,"2013","8,724.5"
,,"2014","9,328.7"
,,"2015","9,678.5"
,,"2016","10,112.7"
,,"2017","10,523.2"
,,"2018","11,066.1"
,,"2019","11,409.8"
,"Energy sector  [T016] 16","1999","9,038.8"
,,"2000","10,625.8"
,,"2001","10,388.8"
,,"2002","10,338.3"
,,"2003","10,298.4"
,,"2004","10,543.3"
,,"2005","11,926.5"
,,"2006","11,605.9"
,,"2007","11,210.4"
,,"2008","11,043.8"
,,"2009","10,276.1"
,,"2010","10,810.8"
,,"2011","11,695.2"
,,"2012","11,352.3"
,,"2013","11,905.8"
,,"2014","12,342.8"
,,"2015","12,375.0"
,,"2016","13,100.8"
,,"2017","13,346.9"
,,"2018","13,797.8"
,,"2019","13,936.9"
,"Public sector  [T018] 17","1999","30,658.7"
,,"2000","31,345.1"
,,"2001","31,760.5"
,,"2002","33,043.2"
,,"2003","33,355.4"
,,"2004","33,133.0"
,,"2005","33,361.1"
,,"2006","34,861.7"
,,"2007","35,767.9"
,,"2008","36,931.8"
,,"2009","38,008.9"
,,"2010","38,255.8"
,,"2011","39,150.1"
,,"2012","39,237.4"
,,"2013","39,399.1"
,,"2014","39,208.3"
,,"2015","39,970.7"
,,"2016","40,635.6"
,,"2017","41,564.2"
,,"2018","42,912.1"
,,"2019","44,420.2"
,"Cannabis sector  [T021] 18","1999","1,019.7"
,,"2000","1,045.9"
,,"2001","1,213.2"
,,"2002","1,279.0"
,,"2003","1,384.9"
,,"2004","1,427.4"
,,"2005","1,499.3"
,,"2006","1,612.3"
,,"2007","1,656.8"
,,"2008","1,595.4"
,,"2009","1,650.4"
,,"2010","1,688.1"
,,"2011","1,767.0"
,,"2012","1,785.7"
,,"2013","1,931.6"
,,"2014","1,986.0"
,,"2015","2,036.6"
,,"2016","1,962.7"
,,"2017","1,937.3"
,,"2018","2,161.9"
,,"2019","2,139.3"
,"Agriculture, forestry, fishing and hunting  [11]","1999","4,813.5"
,,"2000","4,693.0"
,,"2001","4,891.6"
,,"2002","4,884.8"
,,"2003","5,039.0"
,,"2004","5,431.5"
,,"2005","5,502.9"
,,"2006","5,488.7"
,,"2007","5,463.1"
,,"2008","4,996.5"
,,"2009","4,525.1"
,,"2010","4,917.3"
,,"2011","5,335.4"
,,"2012","5,343.3"
,,"2013","5,656.4"
,,"2014","5,660.7"
,,"2015","5,891.2"
,,"2016","5,643.3"
,,"2017","5,710.0"
,,"2018","5,980.8"
,,"2019","5,552.2"
,"Mining, quarrying, and oil and gas extraction  [21]","1999","7,162.5"
,,"2000","7,897.0"
,,"2001","8,856.2"
,,"2002","8,158.1"
,,"2003","8,014.8"
,,"2004","8,392.0"
,,"2005","9,381.5"
,,"2006","9,409.6"
,,"2007","8,195.5"
,,"2008","8,429.0"
,,"2009","7,547.7"
,,"2010","8,586.5"
,,"2011","9,217.5"
,,"2012","8,941.8"
,,"2013","9,187.9"
,,"2014","9,728.5"
,,"2015","9,422.7"
,,"2016","9,668.2"
,,"2017","9,816.4"
,,"2018","10,791.1"
,,"2019","10,836.2"
,"Utilities  [22]","1999","3,646.8"
,,"2000","4,251.6"
,,"2001","3,038.3"
,,"2002","3,706.2"
,,"2003","3,641.8"
,,"2004","3,658.7"
,,"2005","4,138.9"
,,"2006","3,510.5"
,,"2007","4,384.0"
,,"2008","4,372.5"
,,"2009","4,282.3"
,,"2010","4,142.5"
,,"2011","4,529.3"
,,"2012","4,587.2"
,,"2013","4,507.3"
,,"2014","4,554.0"
,,"2015","4,805.2"
,,"2016","5,022.6"
,,"2017","5,032.4"
,,"2018","4,830.7"
,,"2019","4,867.0"
,"Construction  [23]","1999","8,993.4"
,,"2000","8,822.8"
,,"2001","8,970.6"
,,"2002","9,565.8"
,,"2003","10,337.0"
,,"2004","11,639.3"
,,"2005","12,581.5"
,,"2006","13,777.1"
,,"2007","14,615.7"
,,"2008","15,383.6"
,,"2009","14,531.7"
,,"2010","14,894.5"
,,"2011","14,986.8"
,,"2012","16,797.2"
,,"2013","16,699.3"
,,"2014","18,167.3"
,,"2015","18,107.6"
,,"2016","18,321.9"
,,"2017","19,641.4"
,,"2018","20,294.2"
,,"2019","22,110.4"
,"Manufacturing  [31-33]","1999","12,603.0"
,,"2000","14,788.7"
,,"2001","13,713.1"
,,"2002","13,747.5"
,,"2003","13,934.4"
,,"2004","15,050.0"
,,"2005","15,718.8"
,,"2006","16,601.6"
,,"2007","16,437.9"
,,"2008","15,121.6"
,,"2009","13,028.5"
,,"2010","13,797.9"
,,"2011","14,271.8"
,,"2012","14,693.3"
,,"2013","14,623.4"
,,"2014","15,426.8"
,,"2015","15,845.3"
,,"2016","16,517.0"
,,"2017","16,768.7"
,,"2018","16,918.3"
,,"2019","16,770.2"
,"Wholesale trade  [41]","1999","5,617.9"
,,"2000","5,802.6"
,,"2001","5,950.0"
,,"2002","6,385.7"
,,"2003","6,690.7"
,,"2004","6,885.7"
,,"2005","7,071.6"
,,"2006","7,438.4"
,,"2007","8,013.9"
,,"2008","7,832.7"
,,"2009","7,175.7"
,,"2010","7,373.8"
,,"2011","7,646.4"
,,"2012","8,317.3"
,,"2013","8,591.4"
,,"2014","8,840.5"
,,"2015","8,595.0"
,,"2016","8,919.2"
,,"2017","9,219.8"
,,"2018","9,447.7"
,,"2019","9,374.7"
,"Retail trade  [44-45]","1999","7,669.0"
,,"2000","8,071.7"
,,"2001","8,405.5"
,,"2002","8,725.3"
,,"2003","8,999.2"
,,"2004","9,455.2"
,,"2005","10,012.3"
,,"2006","10,845.5"
,,"2007","11,374.6"
,,"2008","11,491.1"
,,"2009","11,236.9"
,,"2010","11,658.5"
,,"2011","11,728.4"
,,"2012","11,740.9"
,,"2013","12,473.9"
,,"2014","12,639.4"
,,"2015","13,032.3"
,,"2016","13,631.8"
,,"2017","14,131.0"
,,"2018","14,391.4"
,,"2019","14,429.7"
,"Transportation and warehousing  [48-49]","1999","8,459.7"
,,"2000","9,019.4"
,,"2001","8,997.4"
,,"2002","9,125.8"
,,"2003","9,166.1"
,,"2004","9,460.5"
,,"2005","10,257.1"
,,"2006","10,357.1"
,,"2007","10,413.8"
,,"2008","10,197.4"
,,"2009","10,196.0"
,,"2010","10,432.5"
,,"2011","10,749.3"
,,"2012","10,983.4"
,,"2013","11,533.7"
,,"2014","12,153.6"
,,"2015","12,623.9"
,,"2016","12,847.1"
,,"2017","14,190.1"
,,"2018","14,936.4"
,,"2019","15,244.3"
,"Information and cultural industries  [51]","1999","4,489.4"
,,"2000","4,807.0"
,,"2001","4,910.5"
,,"2002","5,665.1"
,,"2003","6,265.5"
,,"2004","6,459.5"
,,"2005","6,948.0"
,,"2006","7,175.7"
,,"2007","7,260.0"
,,"2008","7,306.5"
,,"2009","6,945.6"
,,"2010","6,945.8"
,,"2011","6,991.7"
,,"2012","7,111.3"
,,"2013","7,216.2"
,,"2014","7,634.0"
,,"2015","7,721.5"
,,"2016","8,097.7"
,,"2017","8,523.6"
,,"2018","8,739.9"
,,"2019","8,924.5"
,"Finance and insurance  [52]","1999","8,681.5"
,,"2000","8,467.7"
,,"2001","8,371.1"
,,"2002","8,544.7"
,,"2003","8,847.7"
,,"2004","9,349.1"
,,"2005","9,649.7"
,,"2006","10,604.1"
,,"2007","11,111.6"
,,"2008","10,862.5"
,,"2009","10,683.4"
,,"2010","11,169.8"
,,"2011","11,469.5"
,,"2012","11,404.3"
,,"2013","11,821.2"
,,"2014","12,109.7"
,,"2015","12,569.1"
,,"2016","13,010.0"
,,"2017","13,902.2"
,,"2018","14,255.6"
,,"2019","14,778.3"
,"Real estate and rental and leasing  [53]","1999","22,452.7"
,,"2000","23,085.9"
,,"2001","23,815.3"
,,"2002","25,241.0"
,,"2003","26,011.2"
,,"2004","26,908.6"
,,"2005","28,230.1"
,,"2006","29,385.0"
,,"2007","30,979.1"
,,"2008","31,653.7"
,,"2009","32,807.2"
,,"2010","33,943.0"
,,"2011","34,979.6"
,,"2012","36,365.3"
,,"2013","37,656.8"
,,"2014","39,164.0"
,,"2015","40,757.4"
,,"2016","42,387.0"
,,"2017","43,610.9"
,,"2018","44,270.0"
,,"2019","45,668.6"
,"Professional, scientific and technical services  [54]","1999","7,398.0"
,,"2000","7,872.3"
,,"2001","8,039.2"
,,"2002","8,217.6"
,,"2003","8,496.6"
,,"2004","8,886.5"
,,"2005","9,323.3"
,,"2006","10,147.3"
,,"2007","11,042.6"
,,"2008","11,458.1"
,,"2009","10,772.1"
,,"2010","10,798.3"
,,"2011","11,371.9"
,,"2012","11,893.1"
,,"2013","12,696.1"
,,"2014","13,512.3"
,,"2015","13,891.8"
,,"2016","14,592.9"
,,"2017","15,261.5"
,,"2018","16,121.6"
,,"2019","16,715.2"
,"Management of companies and enterprises  [55]","1999","994.1"
,,"2000","1,032.2"
,,"2001","1,123.6"
,,"2002","1,220.1"
,,"2003","1,166.5"
,,"2004","1,204.4"
,,"2005","1,199.8"
,,"2006","1,294.8"
,,"2007","1,326.7"
,,"2008","1,412.9"
,,"2009","1,362.5"
,,"2010","1,314.4"
,,"2011","1,349.6"
,,"2012","1,343.1"
,,"2013","1,422.1"
,,"2014","1,306.8"
,,"2015","1,341.3"
,,"2016","1,136.1"
,,"2017","984.9"
,,"2018","895.9"
,,"2019","785.7"
,"Administrative and support, waste management and remediation services  [56]","1999","3,479.6"
,,"2000","3,387.6"
,,"2001","3,494.2"
,,"2002","3,733.2"
,,"2003","3,832.2"
,,"2004","4,180.3"
,,"2005","4,693.0"
,,"2006","5,096.9"
,,"2007","5,520.6"
,,"2008","5,532.9"
,,"2009","5,137.6"
,,"2010","5,065.5"
,,"2011","5,021.4"
,,"2012","5,288.3"
,,"2013","5,250.7"
,,"2014","5,461.8"
,,"2015","5,699.1"
,,"2016","5,988.6"
,,"2017","5,961.6"
,,"2018","5,957.3"
,,"2019","6,029.0"
,"Educational services  [61]","1999","8,462.6"
,,"2000","8,489.6"
,,"2001","8,593.4"
,,"2002","8,896.7"
,,"2003","9,038.9"
,,"2004","9,150.1"
,,"2005","9,332.2"
,,"2006","9,720.0"
,,"2007","10,276.3"
,,"2008","10,598.6"
,,"2009","10,722.5"
,,"2010","10,929.0"
,,"2011","11,125.2"
,,"2012","11,374.5"
,,"2013","11,521.2"
,,"2014","11,286.7"
,,"2015","11,780.2"
,,"2016","11,868.5"
,,"2017","12,165.2"
,,"2018","12,637.3"
,,"2019","13,015.5"
,"Health care and social assistance  [62]","1999","12,524.7"
,,"2000","13,023.8"
,,"2001","13,126.3"
,,"2002","13,675.4"
,,"2003","13,900.9"
,,"2004","13,495.0"
,,"2005","13,528.1"
,,"2006","14,121.7"
,,"2007","14,135.5"
,,"2008","14,334.0"
,,"2009","14,602.6"
,,"2010","14,472.2"
,,"2011","14,933.2"
,,"2012","15,126.9"
,,"2013","15,213.4"
,,"2014","15,450.4"
,,"2015","15,592.9"
,,"2016","16,018.9"
,,"2017","16,493.8"
,,"2018","16,974.3"
,,"2019","17,686.6"
,"Arts, entertainment and recreation  [71]","1999","1,840.0"
,,"2000","1,793.4"
,,"2001","1,901.6"
,,"2002","1,937.8"
,,"2003","1,914.0"
,,"2004","1,997.4"
,,"2005","1,923.2"
,,"2006","2,047.8"
,,"2007","2,059.6"
,,"2008","2,025.7"
,,"2009","2,058.1"
,,"2010","2,054.4"
,,"2011","2,028.6"
,,"2012","1,960.8"
,,"2013","1,992.8"
,,"2014","2,115.4"
,,"2015","2,086.2"
,,"2016","2,200.6"
,,"2017","2,447.6"
,,"2018","2,503.0"
,,"2019","2,610.6"
,"Accommodation and food services  [72]","1999","5,128.2"
,,"2000","5,243.1"
,,"2001","5,295.1"
,,"2002","5,257.8"
,,"2003","5,282.1"
,,"2004","5,501.6"
,,"2005","5,606.0"
,,"2006","5,745.1"
,,"2007","5,892.6"
,,"2008","5,831.5"
,,"2009","5,775.6"
,,"2010","5,837.0"
,,"2011","5,749.4"
,,"2012","5,763.4"
,,"2013","5,906.3"
,,"2014","6,326.8"
,,"2015","6,567.4"
,,"2016","6,860.0"
,,"2017","7,011.8"
,,"2018","7,289.1"
,,"2019","7,379.6"
,"Other services (except public administration)  [81]","1999","3,634.9"
,,"2000","3,760.2"
,,"2001","3,988.4"
,,"2002","4,189.3"
,,"2003","4,316.4"
,,"2004","4,398.1"
,,"2005","4,565.8"
,,"2006","4,736.2"
,,"2007","4,765.3"
,,"2008","4,838.5"
,,"2009","4,759.7"
,,"2010","4,647.4"
,,"2011","4,785.4"
,,"2012","4,819.1"
,,"2013","4,948.3"
,,"2014","5,108.7"
,,"2015","5,122.3"
,,"2016","5,165.7"
,,"2017","5,314.5"
,,"2018","5,358.3"
,,"2019","5,424.5"
,"Public administration  [91]","1999","9,640.9"
,,"2000","9,836.4"
,,"2001","10,037.8"
,,"2002","10,472.9"
,,"2003","10,421.3"
,,"2004","10,463.6"
,,"2005","10,467.3"
,,"2006","10,985.9"
,,"2007","11,291.0"
,,"2008","11,925.3"
,,"2009","12,619.1"
,,"2010","12,779.1"
,,"2011","13,015.2"
,,"2012","12,736.1"
,,"2013","12,666.4"
,,"2014","12,472.5"
,,"2015","12,606.6"
,,"2016","12,753.9"
,,"2017","12,911.0"
,,"2018","13,310.5"
,,"2019","13,724.3"
"Yukon","Goods-producing industries  [T002] 10","1999","231.6"
,,"2000","243.0"
,,"2001","283.3"
,,"2002","217.8"
,,"2003","201.6"
,,"2004","231.6"
,,"2005","238.2"
,,"2006","242.3"
,,"2007","280.4"
,,"2008","375.1"
,,"2009","451.4"
,,"2010","499.8"
,,"2011","533.9"
,,"2012","588.5"
,,"2013","586.6"
,,"2014","584.8"
,,"2015","419.5"
,,"2016","521.3"
,,"2017","531.5"
,,"2018","545.7"
,,"2019","526.2"
,"Service-producing industries  [T003] 11","1999","1,296.3"
,,"2000","1,337.9"
,,"2001","1,355.5"
,,"2002","1,420.3"
,,"2003","1,424.9"
,,"2004","1,469.8"
,,"2005","1,500.8"
,,"2006","1,580.3"
,,"2007","1,624.2"
,,"2008","1,683.1"
,,"2009","1,721.1"
,,"2010","1,761.8"
,,"2011","1,836.2"
,,"2012","1,869.1"
,,"2013","1,910.1"
,,"2014","1,928.9"
,,"2015","1,916.6"
,,"2016","1,975.5"
,,"2017","2,014.8"
,,"2018","2,096.5"
,,"2019","2,134.8"
,"Industrial production  [T010] 12","1999","98.0"
,,"2000","107.3"
,,"2001","118.3"
,,"2002","81.1"
,,"2003","71.7"
,,"2004","79.9"
,,"2005","75.2"
,,"2006","76.4"
,,"2007","100.8"
,,"2008","183.4"
,,"2009","229.6"
,,"2010","230.1"
,,"2011","234.3"
,,"2012","346.1"
,,"2013","347.6"
,,"2014","332.4"
,,"2015","231.8"
,,"2016","321.0"
,,"2017","284.2"
,,"2018","228.4"
,,"2019","201.0"
,"Non-durable manufacturing industries  [T011] 13","1999","4.3"
,,"2000","5.7"
,,"2001","6.3"
,,"2002","5.1"
,,"2003","5.0"
,,"2004","4.9"
,,"2005","5.4"
,,"2006","5.7"
,,"2007","6.7"
,,"2008","7.2"
,,"2009","6.9"
,,"2010","7.4"
,,"2011","7.0"
,,"2012","8.3"
,,"2013","8.2"
,,"2014","8.2"
,,"2015","9.1"
,,"2016","10.5"
,,"2017","10.3"
,,"2018","11.0"
,,"2019","11.2"
,"Durable manufacturing industries  [T012] 14","1999","5.4"
,,"2000","4.6"
,,"2001","6.1"
,,"2002","6.9"
,,"2003","5.7"
,,"2004","7.4"
,,"2005","8.2"
,,"2006","8.3"
,,"2007","9.0"
,,"2008","8.8"
,,"2009","9.1"
,,"2010","8.3"
,,"2011","11.4"
,,"2012","14.5"
,,"2013","9.2"
,,"2014","8.0"
,,"2015","7.7"
,,"2016","8.1"
,,"2017","8.4"
,,"2018","6.9"
,,"2019","8.0"
,"Information and communication technology sector  [T013] 15","1999","29.5"
,,"2000","36.6"
,,"2001","40.0"
,,"2002","44.4"
,,"2003","41.9"
,,"2004","43.8"
,,"2005","45.3"
,,"2006","50.1"
,,"2007","51.7"
,,"2008","54.9"
,,"2009","55.9"
,,"2010","63.7"
,,"2011","67.5"
,,"2012","66.7"
,,"2013","67.8"
,,"2014","69.5"
,,"2015","68.4"
,,"2016","76.1"
,,"2017","95.4"
,,"2018","101.1"
,,"2019","105.6"
,"Energy sector  [T016] 16","1999","117.1"
,,"2000","138.6"
,,"2001","166.2"
,,"2002","100.3"
,,"2003","96.1"
,,"2004","84.0"
,,"2005","91.7"
,,"2006","79.7"
,,"2007","57.5"
,,"2008","64.5"
,,"2009","50.0"
,,"2010","51.6"
,,"2011","51.0"
,,"2012","52.5"
,,"2013","45.0"
,,"2014","43.1"
,,"2015","45.8"
,,"2016","49.0"
,,"2017","54.7"
,,"2018","54.4"
,,"2019","52.8"
,"Public sector  [T018] 17","1999","662.4"
,,"2000","672.1"
,,"2001","674.6"
,,"2002","716.4"
,,"2003","715.7"
,,"2004","745.3"
,,"2005","748.9"
,,"2006","781.4"
,,"2007","799.8"
,,"2008","819.1"
,,"2009","863.0"
,,"2010","878.0"
,,"2011","895.1"
,,"2012","887.7"
,,"2013","908.8"
,,"2014","919.9"
,,"2015","924.6"
,,"2016","945.5"
,,"2017","955.0"
,,"2018","974.3"
,,"2019","994.0"
,"Cannabis sector  [T021] 18","1999","0.8"
,,"2000","0.8"
,,"2001","0.8"
,,"2002","0.8"
,,"2003","0.8"
,,"2004","0.8"
,,"2005","0.8"
,,"2006","0.9"
,,"2007","0.9"
,,"2008","0.9"
,,"2009","0.9"
,,"2010","1.0"
,,"2011","1.0"
,,"2012","1.1"
,,"2013","1.1"
,,"2014","1.2"
,,"2015","1.2"
,,"2016","1.2"
,,"2017","1.2"
,,"2018","1.7"
,,"2019","3.0"
,"Agriculture, forestry, fishing and hunting  [11]","1999","8.9"
,,"2000","9.8"
,,"2001","11.1"
,,"2002","8.8"
,,"2003","8.2"
,,"2004","8.3"
,,"2005","6.5"
,,"2006","4.8"
,,"2007","4.3"
,,"2008","4.4"
,,"2009","4.8"
,,"2010","5.3"
,,"2011","5.2"
,,"2012","5.1"
,,"2013","4.7"
,,"2014","4.2"
,,"2015","4.8"
,,"2016","5.2"
,,"2017","4.7"
,,"2018","4.8"
,,"2019","4.8"
,"Mining, quarrying, and oil and gas extraction  [21]","1999","75.8"
,,"2000","88.1"
,,"2001","98.5"
,,"2002","51.8"
,,"2003","40.2"
,,"2004","46.2"
,,"2005","43.0"
,,"2006","40.9"
,,"2007","62.7"
,,"2008","135.0"
,,"2009","174.3"
,,"2010","173.3"
,,"2011","173.8"
,,"2012","272.2"
,,"2013","278.5"
,,"2014","265.4"
,,"2015","167.3"
,,"2016","248.6"
,,"2017","209.7"
,,"2018","157.1"
,,"2019","130.4"
,"Utilities  [22]","1999","22.4"
,,"2000","21.7"
,,"2001","22.6"
,,"2002","28.6"
,,"2003","31.9"
,,"2004","33.4"
,,"2005","29.7"
,,"2006","35.2"
,,"2007","34.0"
,,"2008","33.6"
,,"2009","36.8"
,,"2010","39.6"
,,"2011","41.2"
,,"2012","43.4"
,,"2013","41.5"
,,"2014","40.9"
,,"2015","44.0"
